,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
467,Male,Yes,38,No,Executive,,2.0,5.0
468,Female,Yes,59,No,Artist,1.0,2.0,2.0
469,Male,No,22,No,Healthcare,0.0,0.0,2.0
470,Female,No,26,No,Homemaker,9.0,0.0,2.0
471,Female,Yes,78,Yes,Artist,1.0,2.0,2.0
472,Female,No,32,Yes,Healthcare,0.0,0.0,3.0
473,Male,Yes,37,Yes,Artist,0.0,1.0,4.0
474,Male,Yes,37,Yes,Healthcare,1.0,2.0,4.0
475,Male,No,67,No,Lawyer,,0.0,2.0
476,Male,Yes,47,No,Artist,0.0,2.0,4.0
477,Female,Yes,68,Yes,Lawyer,0.0,2.0,2.0
478,Male,No,30,Yes,Healthcare,3.0,0.0,5.0
479,Female,Yes,48,Yes,Entertainment,2.0,0.0,1.0
480,Female,No,43,Yes,Artist,6.0,0.0,1.0
481,Male,Yes,33,Yes,Healthcare,9.0,0.0,2.0
482,Male,Yes,31,No,Healthcare,0.0,1.0,5.0
483,Male,Yes,32,Yes,Healthcare,1.0,0.0,2.0
484,Female,No,21,No,Healthcare,1.0,0.0,4.0
485,Female,No,29,No,Homemaker,2.0,0.0,4.0
486,Female,Yes,35,Yes,Artist,1.0,0.0,2.0
487,Male,Yes,46,No,Artist,0.0,0.0,3.0
488,Female,Yes,38,Yes,Artist,9.0,2.0,2.0
489,Female,No,32,Yes,Healthcare,1.0,0.0,3.0
490,Female,No,28,Yes,Artist,3.0,0.0,7.0
491,Female,Yes,68,Yes,Lawyer,3.0,0.0,1.0
492,Female,Yes,45,Yes,Artist,4.0,0.0,1.0
493,Male,Yes,58,Yes,Artist,0.0,1.0,3.0
494,Male,No,28,No,Entertainment,1.0,0.0,2.0
495,Female,No,32,No,Healthcare,12.0,0.0,3.0
496,Male,No,30,Yes,Doctor,1.0,0.0,1.0
497,Female,Yes,42,No,Homemaker,3.0,1.0,4.0
498,Male,No,22,No,Artist,,0.0,6.0
499,Male,No,41,Yes,Artist,,0.0,3.0
500,Female,No,18,No,Healthcare,6.0,0.0,4.0
501,Female,Yes,29,Yes,Healthcare,8.0,0.0,3.0
502,Female,No,33,Yes,Healthcare,0.0,0.0,3.0
503,Male,No,47,No,Artist,1.0,0.0,2.0
504,Female,Yes,57,Yes,Doctor,1.0,0.0,2.0
505,Male,Yes,36,Yes,Executive,1.0,0.0,3.0
506,Male,Yes,57,Yes,Executive,1.0,2.0,3.0
507,Male,No,18,No,Healthcare,1.0,0.0,2.0
508,Male,Yes,52,Yes,Artist,1.0,1.0,5.0
509,Male,Yes,52,Yes,Artist,1.0,1.0,6.0
510,Male,No,51,Yes,Artist,6.0,0.0,4.0
511,Female,Yes,37,Yes,Entertainment,0.0,1.0,2.0
512,Male,No,36,Yes,Marketing,0.0,0.0,1.0
513,Female,No,29,Yes,Healthcare,9.0,0.0,3.0
514,Male,Yes,45,Yes,Artist,1.0,1.0,4.0
515,Male,No,61,Yes,Artist,0.0,0.0,1.0
516,Male,Yes,52,Yes,Entertainment,1.0,1.0,4.0
517,Female,Yes,49,Yes,Homemaker,14.0,0.0,1.0
518,Male,Yes,40,Yes,Entertainment,,1.0,2.0
519,Female,No,31,No,Healthcare,1.0,0.0,5.0
520,Male,Yes,42,No,Entertainment,1.0,0.0,3.0
521,Male,Yes,51,Yes,Engineer,1.0,1.0,5.0
522,Female,No,42,Yes,Healthcare,8.0,0.0,1.0
523,Male,No,29,Yes,Doctor,1.0,0.0,4.0
524,Female,No,33,Yes,Healthcare,8.0,0.0,1.0
525,Male,No,27,Yes,Healthcare,,0.0,3.0
526,Female,No,21,No,Healthcare,0.0,0.0,4.0
527,Male,Yes,35,No,Artist,9.0,1.0,3.0
528,Female,No,42,Yes,Doctor,0.0,0.0,1.0
529,Female,No,41,Yes,Artist,2.0,0.0,1.0
530,Male,No,39,Yes,Artist,0.0,0.0,3.0
531,Female,No,28,No,Doctor,14.0,0.0,1.0
532,Female,Yes,45,Yes,Engineer,3.0,1.0,2.0
533,Female,Yes,61,Yes,Doctor,1.0,1.0,2.0
534,Male,Yes,62,Yes,Artist,0.0,1.0,4.0
535,Male,Yes,65,Yes,Entertainment,1.0,1.0,2.0
536,Male,Yes,45,Yes,Doctor,1.0,1.0,2.0
537,Female,Yes,26,Yes,Engineer,9.0,0.0,2.0
538,Female,No,25,Yes,Artist,4.0,0.0,5.0
539,Female,Yes,45,Yes,Artist,1.0,1.0,4.0
541,Male,Yes,49,Yes,Executive,1.0,2.0,3.0
542,Male,Yes,55,Yes,Artist,1.0,1.0,2.0
543,Female,No,37,Yes,Artist,3.0,0.0,1.0
544,Male,Yes,65,Yes,Entertainment,1.0,2.0,2.0
545,Female,No,32,No,Artist,10.0,0.0,5.0
546,Female,No,39,No,Engineer,0.0,0.0,3.0
547,Female,Yes,40,Yes,Artist,2.0,1.0,2.0
548,Male,Yes,72,Yes,Entertainment,1.0,1.0,3.0
549,Female,No,38,No,Homemaker,5.0,0.0,1.0
550,Male,No,26,No,Marketing,0.0,0.0,5.0
551,Male,No,30,Yes,Doctor,1.0,0.0,3.0
552,Male,Yes,51,Yes,Homemaker,1.0,0.0,2.0
553,Male,No,57,Yes,Marketing,1.0,0.0,4.0
554,Female,No,31,Yes,Healthcare,1.0,0.0,1.0
555,Male,No,39,Yes,Artist,0.0,0.0,1.0
556,Female,No,30,No,Engineer,0.0,0.0,4.0
557,Female,Yes,43,No,Artist,0.0,1.0,3.0
558,Male,No,27,Yes,Healthcare,8.0,0.0,1.0
559,Female,Yes,46,No,Artist,0.0,1.0,4.0
560,Male,Yes,43,No,Artist,1.0,0.0,2.0
561,Male,Yes,69,Yes,Lawyer,,0.0,1.0
562,Male,Yes,28,No,Entertainment,8.0,1.0,4.0
563,Male,No,43,Yes,Entertainment,9.0,0.0,1.0
564,Female,No,27,No,Healthcare,,0.0,5.0
566,Male,No,33,No,Artist,,0.0,4.0
567,Female,No,30,No,Engineer,0.0,0.0,1.0
568,Male,No,58,No,Healthcare,4.0,0.0,2.0
569,Female,No,38,Yes,Engineer,8.0,0.0,4.0
570,Female,No,31,Yes,Artist,1.0,0.0,4.0
571,Male,Yes,32,No,Executive,4.0,1.0,5.0
573,Male,Yes,66,Yes,Artist,1.0,0.0,3.0
574,Female,Yes,51,Yes,Artist,1.0,1.0,3.0
575,Female,Yes,59,Yes,Artist,,1.0,2.0
576,Female,No,40,Yes,Engineer,,0.0,1.0
577,Male,Yes,46,Yes,Artist,11.0,1.0,5.0
578,Male,No,20,No,Healthcare,1.0,0.0,6.0
579,Female,Yes,84,No,Lawyer,1.0,2.0,2.0
580,Female,No,41,Yes,Marketing,,0.0,1.0
581,Male,Yes,51,No,Artist,,1.0,3.0
582,Male,Yes,57,Yes,Entertainment,8.0,1.0,5.0
583,Female,No,33,No,Doctor,0.0,0.0,1.0
584,Male,No,25,No,Marketing,3.0,0.0,3.0
585,Male,Yes,55,Yes,Artist,,1.0,3.0
586,Female,Yes,56,Yes,Executive,,2.0,4.0
587,Male,Yes,77,Yes,Lawyer,1.0,0.0,1.0
588,Male,Yes,30,Yes,Healthcare,1.0,0.0,2.0
589,Male,No,23,No,Healthcare,6.0,0.0,5.0
590,Female,No,43,Yes,Artist,2.0,0.0,4.0
591,Male,No,39,Yes,Entertainment,5.0,0.0,1.0
592,Male,Yes,29,No,Executive,1.0,2.0,2.0
593,Male,Yes,37,Yes,Doctor,,0.0,2.0
594,Female,Yes,45,No,Engineer,2.0,0.0,2.0
595,Male,Yes,48,No,Executive,2.0,2.0,2.0
596,Male,Yes,27,No,Entertainment,0.0,1.0,4.0
597,Female,Yes,60,No,Entertainment,9.0,0.0,4.0
598,Male,Yes,45,Yes,Entertainment,4.0,1.0,3.0
599,Male,No,31,Yes,Healthcare,,0.0,1.0
600,Male,No,33,No,Doctor,1.0,0.0,4.0
601,Male,Yes,18,No,Artist,6.0,2.0,4.0
602,Female,Yes,48,Yes,Artist,,1.0,3.0
603,Female,Yes,83,No,Lawyer,,0.0,2.0
604,Male,Yes,57,Yes,Executive,,0.0,4.0
605,Male,No,26,Yes,Healthcare,,0.0,3.0
606,Male,Yes,51,Yes,Artist,8.0,0.0,5.0
607,Male,Yes,67,No,Executive,2.0,2.0,1.0
608,Male,Yes,38,Yes,Artist,9.0,1.0,2.0
609,Female,No,40,Yes,Doctor,0.0,0.0,1.0
610,Female,Yes,45,Yes,Artist,5.0,1.0,2.0
611,Male,Yes,48,Yes,Artist,0.0,1.0,4.0
612,Female,Yes,69,No,Lawyer,0.0,1.0,2.0
613,Male,No,21,No,Healthcare,9.0,0.0,5.0
614,Female,Yes,48,No,Engineer,1.0,2.0,2.0
615,Female,No,18,No,Healthcare,,0.0,3.0
616,Male,Yes,72,Yes,Artist,0.0,0.0,3.0
618,Female,No,21,No,Marketing,1.0,0.0,5.0
619,Female,Yes,48,Yes,Artist,1.0,0.0,1.0
620,Female,No,37,Yes,Entertainment,6.0,0.0,2.0
621,Male,No,28,No,Healthcare,1.0,0.0,5.0
622,Male,Yes,55,Yes,Entertainment,1.0,0.0,2.0
623,Female,No,56,Yes,Artist,0.0,0.0,2.0
624,Male,Yes,50,Yes,Doctor,1.0,0.0,2.0
625,Male,No,21,No,Healthcare,1.0,0.0,4.0
626,Male,No,18,No,Healthcare,0.0,0.0,6.0
627,Male,Yes,68,Yes,Lawyer,0.0,2.0,2.0
628,Male,Yes,47,Yes,Artist,13.0,0.0,1.0
629,Male,Yes,75,No,Lawyer,1.0,2.0,2.0
631,Male,No,31,Yes,Healthcare,0.0,0.0,4.0
632,Female,No,30,Yes,Artist,0.0,0.0,3.0
633,Female,Yes,41,Yes,Artist,0.0,0.0,4.0
634,Male,Yes,41,Yes,Executive,6.0,2.0,2.0
635,Female,Yes,35,No,Healthcare,2.0,0.0,1.0
636,Male,Yes,37,Yes,Healthcare,0.0,0.0,1.0
637,Male,Yes,60,Yes,Entertainment,0.0,0.0,2.0
638,Male,Yes,50,Yes,Doctor,0.0,1.0,3.0
639,Male,Yes,36,Yes,Artist,0.0,1.0,2.0
640,Female,No,26,No,Marketing,3.0,0.0,3.0
641,Male,Yes,62,No,Artist,7.0,2.0,2.0
642,Male,No,22,No,Healthcare,0.0,0.0,4.0
643,Female,No,19,No,Healthcare,0.0,0.0,3.0
644,Female,Yes,45,Yes,Artist,0.0,1.0,5.0
645,Female,No,31,No,Doctor,0.0,0.0,4.0
646,Male,Yes,56,Yes,Artist,0.0,1.0,3.0
647,Female,Yes,62,Yes,Lawyer,8.0,0.0,5.0
648,Female,No,25,Yes,Healthcare,1.0,0.0,3.0
649,Female,Yes,73,Yes,Lawyer,1.0,0.0,1.0
650,Male,Yes,62,Yes,Doctor,1.0,1.0,4.0
651,Male,Yes,46,No,Entertainment,0.0,1.0,3.0
652,Female,Yes,51,Yes,Artist,,0.0,2.0
653,Male,Yes,25,Yes,Executive,1.0,2.0,2.0
654,Male,Yes,66,Yes,Executive,0.0,2.0,2.0
655,Male,No,27,Yes,Marketing,1.0,0.0,2.0
656,Male,Yes,87,No,Executive,1.0,0.0,2.0
657,Female,Yes,47,Yes,Artist,0.0,0.0,1.0
658,Male,Yes,57,Yes,Artist,1.0,1.0,4.0
660,Male,Yes,40,Yes,Executive,,2.0,5.0
661,Female,No,32,Yes,Doctor,7.0,0.0,2.0
662,Male,No,28,Yes,Healthcare,2.0,0.0,3.0
663,Male,No,39,Yes,Doctor,4.0,0.0,3.0
664,Female,No,47,Yes,Marketing,9.0,0.0,1.0
665,Female,No,39,Yes,Artist,8.0,0.0,2.0
666,Male,No,28,No,Entertainment,1.0,0.0,2.0
667,Male,Yes,69,Yes,Artist,0.0,1.0,3.0
668,Female,No,42,Yes,Artist,0.0,0.0,1.0
669,Female,Yes,46,Yes,Engineer,1.0,0.0,1.0
670,Female,No,23,No,Marketing,3.0,0.0,3.0
671,Male,No,45,Yes,Artist,1.0,0.0,5.0
672,Female,Yes,38,Yes,Doctor,1.0,1.0,4.0
673,Female,Yes,71,No,Lawyer,1.0,2.0,3.0
674,Female,No,26,No,Doctor,0.0,0.0,2.0
675,Female,Yes,60,Yes,Artist,8.0,2.0,2.0
676,Female,Yes,46,Yes,Artist,1.0,1.0,2.0
677,Male,Yes,39,Yes,Entertainment,1.0,1.0,4.0
678,Female,No,18,No,Healthcare,1.0,0.0,3.0
679,Male,Yes,26,Yes,Doctor,1.0,1.0,2.0
680,Male,Yes,53,Yes,Artist,1.0,2.0,2.0
681,Male,Yes,40,Yes,Entertainment,1.0,1.0,2.0
682,Male,Yes,76,No,Executive,,0.0,7.0
683,Male,Yes,26,Yes,Entertainment,0.0,1.0,3.0
684,Female,Yes,65,Yes,Artist,0.0,1.0,2.0
685,Female,No,37,Yes,Artist,12.0,0.0,2.0
686,Male,No,25,No,Healthcare,0.0,0.0,4.0
688,Female,No,25,No,Healthcare,0.0,0.0,4.0
689,Male,No,23,No,Healthcare,4.0,0.0,5.0
690,Female,No,30,Yes,Healthcare,1.0,0.0,6.0
691,Female,No,30,No,Doctor,0.0,0.0,4.0
692,Male,Yes,42,No,Entertainment,0.0,1.0,4.0
693,Female,Yes,81,No,Lawyer,,2.0,2.0
694,Male,Yes,49,Yes,Entertainment,1.0,1.0,5.0
695,Male,No,32,No,Healthcare,0.0,0.0,3.0
696,Female,Yes,43,Yes,Artist,,1.0,4.0
697,Male,Yes,26,No,Executive,9.0,2.0,4.0
698,Female,No,67,No,Artist,1.0,0.0,2.0
699,Male,Yes,88,No,Executive,0.0,0.0,1.0
700,Female,No,40,Yes,Healthcare,8.0,0.0,4.0
701,Female,Yes,48,Yes,Artist,0.0,0.0,4.0
702,Male,No,18,No,Healthcare,7.0,0.0,3.0
703,Male,Yes,39,Yes,Artist,5.0,1.0,3.0
704,Male,Yes,61,Yes,Entertainment,7.0,2.0,5.0
705,Female,Yes,51,Yes,Artist,,2.0,4.0
706,Female,Yes,25,No,Engineer,0.0,1.0,2.0
707,Male,No,35,Yes,Artist,6.0,0.0,3.0
708,Male,Yes,46,No,Executive,0.0,2.0,2.0
709,Female,Yes,53,No,Homemaker,2.0,2.0,3.0
710,Male,Yes,48,Yes,Entertainment,9.0,0.0,1.0
711,Male,Yes,75,Yes,Lawyer,1.0,0.0,2.0
712,Male,No,23,No,Healthcare,1.0,0.0,3.0
713,Male,No,29,No,Doctor,1.0,0.0,2.0
714,Male,Yes,46,No,Artist,0.0,0.0,2.0
715,Female,No,61,Yes,Marketing,1.0,0.0,1.0
716,Female,No,37,No,Artist,1.0,0.0,1.0
717,Female,No,23,No,Healthcare,6.0,0.0,5.0
718,Male,No,21,No,Healthcare,,0.0,8.0
719,Female,No,33,No,Healthcare,7.0,0.0,4.0
720,Male,Yes,74,No,Executive,0.0,0.0,2.0
721,Male,No,41,No,Entertainment,0.0,0.0,2.0
722,Female,Yes,58,Yes,Engineer,,2.0,4.0
723,Male,Yes,25,Yes,Entertainment,8.0,1.0,2.0
724,Male,No,33,No,Marketing,2.0,0.0,3.0
725,Male,Yes,43,No,Doctor,0.0,0.0,2.0
726,Male,Yes,25,No,Executive,1.0,0.0,2.0
728,Male,No,22,No,Healthcare,1.0,0.0,5.0
729,Male,Yes,28,No,Artist,0.0,1.0,2.0
730,Female,No,36,Yes,Entertainment,7.0,0.0,1.0
731,Female,No,28,No,Healthcare,1.0,0.0,3.0
732,Male,Yes,85,Yes,Artist,1.0,2.0,4.0
733,Male,No,30,Yes,Entertainment,0.0,0.0,2.0
734,Male,Yes,43,Yes,Healthcare,7.0,2.0,2.0
735,Male,Yes,82,No,Executive,1.0,2.0,2.0
736,Male,Yes,48,Yes,Executive,,2.0,5.0
737,Female,No,18,No,Healthcare,3.0,0.0,3.0
738,Male,Yes,53,Yes,Engineer,1.0,0.0,2.0
739,Male,Yes,50,Yes,Artist,0.0,1.0,4.0
740,Female,Yes,39,No,Engineer,9.0,1.0,6.0
741,Female,Yes,35,No,Engineer,2.0,1.0,6.0
742,Male,No,28,Yes,Entertainment,,0.0,3.0
743,Female,No,33,Yes,Engineer,1.0,0.0,3.0
744,Female,Yes,35,Yes,Healthcare,1.0,0.0,3.0
745,Male,Yes,48,Yes,Entertainment,0.0,1.0,4.0
746,Female,Yes,50,Yes,Artist,1.0,2.0,3.0
747,Male,Yes,47,No,Entertainment,0.0,1.0,4.0
748,Female,No,50,Yes,Artist,4.0,0.0,1.0
749,Male,Yes,56,Yes,Artist,,0.0,4.0
750,Female,No,26,No,Healthcare,10.0,0.0,1.0
752,Male,Yes,61,Yes,Entertainment,1.0,1.0,4.0
753,Female,Yes,88,No,Lawyer,0.0,2.0,2.0
754,Male,No,72,No,Marketing,1.0,0.0,2.0
755,Male,Yes,61,Yes,Artist,1.0,0.0,2.0
756,Female,Yes,45,No,Engineer,8.0,0.0,2.0
757,Female,Yes,51,No,Engineer,1.0,1.0,5.0
758,Male,No,42,Yes,Artist,6.0,0.0,2.0
759,Male,Yes,59,No,Entertainment,8.0,1.0,3.0
760,Female,No,45,Yes,Healthcare,4.0,0.0,1.0
761,Female,Yes,68,Yes,Artist,,1.0,3.0
762,Female,Yes,85,Yes,Lawyer,0.0,2.0,2.0
763,Male,Yes,46,Yes,Doctor,1.0,1.0,4.0
764,Female,Yes,32,Yes,Artist,0.0,1.0,2.0
765,Female,Yes,70,Yes,Engineer,0.0,0.0,1.0
766,Male,Yes,37,Yes,Entertainment,,0.0,2.0
767,Female,No,30,No,Marketing,1.0,0.0,4.0
768,Female,No,33,Yes,Engineer,1.0,0.0,2.0
769,Male,Yes,61,No,Healthcare,,0.0,3.0
770,Female,No,37,Yes,Engineer,0.0,0.0,1.0
771,Male,Yes,32,Yes,Entertainment,6.0,0.0,2.0
772,Male,Yes,52,Yes,Artist,0.0,2.0,2.0
773,Female,Yes,42,No,Entertainment,0.0,1.0,3.0
774,Male,Yes,47,Yes,Artist,3.0,1.0,2.0
775,Female,Yes,52,Yes,Artist,9.0,0.0,2.0
776,Male,Yes,66,Yes,Entertainment,0.0,1.0,3.0
777,Female,No,28,No,Engineer,,0.0,6.0
778,Female,Yes,47,Yes,Marketing,1.0,0.0,1.0
779,Male,Yes,52,Yes,Entertainment,1.0,1.0,3.0
780,Male,No,27,No,Healthcare,2.0,0.0,4.0
781,Female,Yes,56,Yes,Artist,0.0,1.0,5.0
782,Female,Yes,53,No,Engineer,7.0,1.0,6.0
784,Female,No,37,No,Homemaker,1.0,0.0,1.0
785,Female,Yes,36,No,Artist,2.0,1.0,4.0
786,Male,No,25,Yes,Entertainment,2.0,0.0,3.0
788,Male,Yes,72,Yes,Homemaker,9.0,0.0,2.0
789,Male,No,35,Yes,Entertainment,1.0,0.0,3.0
790,Female,Yes,72,Yes,Lawyer,1.0,2.0,2.0
791,Female,Yes,31,No,Artist,1.0,0.0,4.0
792,Male,Yes,47,No,Entertainment,4.0,1.0,3.0
793,Male,No,20,No,Healthcare,7.0,0.0,3.0
794,Female,Yes,73,Yes,Lawyer,1.0,0.0,2.0
795,Male,Yes,29,No,Doctor,,2.0,2.0
796,Male,Yes,25,No,Entertainment,3.0,1.0,2.0
797,Male,Yes,52,Yes,Executive,0.0,2.0,4.0
798,Female,No,27,Yes,Artist,1.0,0.0,6.0
799,Male,Yes,52,Yes,Executive,1.0,1.0,4.0
800,Female,Yes,49,Yes,Artist,0.0,0.0,1.0
801,Male,Yes,60,Yes,Artist,,1.0,4.0
802,Male,No,45,Yes,Marketing,0.0,0.0,1.0
803,Male,Yes,59,Yes,Artist,4.0,0.0,1.0
804,Female,No,18,No,Healthcare,8.0,0.0,5.0
806,Male,Yes,55,No,Artist,1.0,0.0,1.0
807,Female,No,59,Yes,Entertainment,1.0,0.0,1.0
810,Male,Yes,51,Yes,Artist,1.0,1.0,3.0
811,Male,Yes,35,No,Executive,0.0,2.0,5.0
812,Female,No,26,No,Executive,8.0,0.0,3.0
813,Male,Yes,38,Yes,Entertainment,1.0,1.0,2.0
814,Male,Yes,43,Yes,Doctor,1.0,0.0,4.0
815,Male,No,41,Yes,Entertainment,1.0,0.0,2.0
816,Female,No,27,No,Homemaker,8.0,0.0,2.0
817,Male,Yes,60,Yes,Artist,0.0,0.0,1.0
818,Female,No,25,No,Doctor,,0.0,4.0
819,Male,No,18,No,Healthcare,,0.0,5.0
820,Male,Yes,47,Yes,Artist,0.0,1.0,4.0
821,Male,Yes,71,No,Marketing,1.0,0.0,1.0
822,Female,No,32,Yes,Entertainment,1.0,0.0,3.0
823,Male,Yes,60,Yes,Entertainment,1.0,1.0,3.0
824,Female,No,33,Yes,Healthcare,0.0,0.0,2.0
825,Female,No,37,Yes,Artist,9.0,0.0,1.0
826,Male,Yes,48,Yes,Homemaker,9.0,0.0,1.0
827,Female,Yes,33,No,Engineer,7.0,2.0,5.0
828,Female,Yes,68,Yes,Artist,1.0,1.0,2.0
829,Male,Yes,51,No,Artist,0.0,0.0,3.0
830,Male,Yes,52,Yes,Executive,1.0,0.0,4.0
831,Male,Yes,31,Yes,Marketing,13.0,2.0,4.0
832,Male,No,39,No,Engineer,1.0,0.0,1.0
833,Male,Yes,60,Yes,Lawyer,1.0,2.0,1.0
834,Female,Yes,50,Yes,Executive,4.0,2.0,3.0
835,Female,No,19,No,Healthcare,,0.0,4.0
837,Male,Yes,37,Yes,Artist,0.0,0.0,2.0
838,Female,Yes,50,Yes,Doctor,1.0,1.0,3.0
839,Female,No,20,No,Healthcare,0.0,0.0,2.0
840,Male,No,19,No,Healthcare,1.0,0.0,6.0
842,Male,Yes,53,Yes,Doctor,14.0,1.0,2.0
843,Female,Yes,26,Yes,Artist,12.0,1.0,2.0
844,Male,No,37,Yes,Healthcare,8.0,0.0,3.0
845,Female,Yes,49,No,Healthcare,,1.0,2.0
846,Male,Yes,70,No,Entertainment,,0.0,1.0
847,Female,Yes,48,No,Lawyer,1.0,2.0,2.0
850,Male,Yes,61,No,Artist,0.0,2.0,2.0
851,Male,No,31,No,Healthcare,,0.0,3.0
852,Female,Yes,65,Yes,Lawyer,0.0,2.0,3.0
853,Male,Yes,73,No,Executive,1.0,0.0,1.0
854,Female,Yes,50,Yes,Artist,1.0,1.0,3.0
855,Male,Yes,70,Yes,Lawyer,0.0,0.0,1.0
856,Male,Yes,58,Yes,Engineer,0.0,0.0,1.0
857,Female,Yes,58,No,Marketing,14.0,2.0,6.0
858,Male,No,18,Yes,Healthcare,1.0,0.0,2.0
859,Male,No,32,No,Healthcare,0.0,0.0,4.0
860,Female,No,40,Yes,Lawyer,4.0,0.0,1.0
861,Female,No,49,Yes,Marketing,0.0,0.0,5.0
862,Male,No,35,Yes,Artist,8.0,0.0,1.0
863,Female,Yes,40,Yes,Engineer,0.0,0.0,2.0
864,Male,No,30,Yes,Marketing,12.0,0.0,4.0
865,Female,No,35,Yes,Artist,5.0,0.0,1.0
866,Male,Yes,28,No,Doctor,0.0,0.0,5.0
867,Male,No,30,Yes,Marketing,8.0,0.0,1.0
868,Male,Yes,39,Yes,Healthcare,1.0,1.0,2.0
869,Male,No,39,Yes,Entertainment,1.0,0.0,8.0
870,Female,Yes,26,Yes,Engineer,6.0,2.0,7.0
871,Male,Yes,36,Yes,Artist,0.0,2.0,3.0
872,Female,No,26,Yes,Homemaker,9.0,0.0,2.0
873,Male,No,21,No,Healthcare,1.0,0.0,3.0
874,Female,No,45,Yes,Artist,2.0,0.0,1.0
875,Male,Yes,45,No,Entertainment,10.0,1.0,4.0
876,Female,Yes,63,Yes,Artist,0.0,1.0,3.0
877,Female,No,45,Yes,Artist,1.0,0.0,1.0
878,Female,Yes,27,Yes,Healthcare,9.0,2.0,2.0
879,Male,Yes,47,No,Executive,0.0,0.0,7.0
880,Male,Yes,36,Yes,Artist,6.0,1.0,4.0
881,Male,Yes,49,Yes,Artist,,1.0,2.0
882,Male,No,25,No,Doctor,7.0,0.0,4.0
883,Male,No,32,No,Healthcare,0.0,0.0,7.0
884,Male,Yes,41,No,Executive,6.0,2.0,3.0
885,Female,Yes,50,Yes,Artist,9.0,1.0,4.0
886,Female,Yes,63,Yes,Artist,0.0,2.0,2.0
887,Male,Yes,69,No,Executive,,0.0,4.0
888,Female,Yes,62,Yes,Engineer,1.0,0.0,1.0
889,Male,Yes,63,Yes,Marketing,1.0,2.0,3.0
891,Female,Yes,31,No,Engineer,8.0,0.0,2.0
892,Female,No,45,No,Entertainment,8.0,0.0,2.0
894,Male,No,26,No,Doctor,1.0,0.0,3.0
895,Male,Yes,49,No,Artist,,1.0,4.0
896,Female,No,38,Yes,Marketing,8.0,0.0,3.0
897,Female,Yes,74,Yes,Lawyer,1.0,2.0,2.0
898,Male,No,61,Yes,Lawyer,1.0,0.0,1.0
899,Female,No,26,Yes,Healthcare,0.0,0.0,2.0
900,Female,Yes,70,Yes,Lawyer,1.0,2.0,2.0
901,Female,No,30,No,Doctor,,0.0,3.0
902,Female,Yes,57,Yes,Artist,1.0,1.0,4.0
903,Female,Yes,35,Yes,Artist,8.0,1.0,4.0
904,Male,No,20,No,Healthcare,1.0,0.0,3.0
905,Male,No,19,No,Healthcare,5.0,0.0,4.0
906,Male,No,52,Yes,Artist,1.0,0.0,3.0
907,Male,No,31,Yes,Artist,,0.0,6.0
908,Male,No,22,No,Marketing,0.0,0.0,3.0
909,Male,Yes,27,Yes,Homemaker,9.0,0.0,2.0
910,Female,Yes,39,Yes,Artist,1.0,0.0,3.0
911,Female,No,28,No,Homemaker,8.0,0.0,2.0
912,Male,Yes,59,No,Engineer,,1.0,4.0
913,Female,Yes,57,Yes,Artist,1.0,1.0,3.0
915,Female,Yes,40,No,Engineer,0.0,0.0,3.0
917,Female,No,32,Yes,Artist,9.0,0.0,1.0
918,Female,No,70,Yes,Artist,0.0,0.0,2.0
919,Male,No,48,Yes,Engineer,0.0,0.0,1.0
920,Male,Yes,75,Yes,Lawyer,1.0,2.0,2.0
921,Male,Yes,62,Yes,Artist,0.0,0.0,1.0
922,Male,Yes,41,No,Artist,1.0,1.0,6.0
923,Male,Yes,55,Yes,Artist,0.0,1.0,3.0
924,Female,No,35,Yes,Artist,8.0,0.0,2.0
925,Female,No,20,No,Healthcare,4.0,0.0,3.0
926,Male,No,20,No,Healthcare,0.0,0.0,3.0
927,Female,No,35,No,Artist,0.0,0.0,5.0
928,Female,Yes,56,Yes,Entertainment,1.0,1.0,3.0
929,Male,Yes,39,No,Executive,1.0,2.0,7.0
930,Male,Yes,42,Yes,Entertainment,,0.0,3.0
931,Male,Yes,35,Yes,Artist,1.0,1.0,2.0
932,Female,No,35,No,Engineer,1.0,0.0,1.0
933,Male,No,33,Yes,Healthcare,0.0,0.0,2.0
934,Male,No,42,Yes,Artist,1.0,0.0,2.0
935,Male,No,35,Yes,Artist,5.0,0.0,2.0
936,Female,No,27,No,Healthcare,0.0,0.0,3.0
937,Male,No,33,No,Entertainment,6.0,0.0,2.0
939,Female,No,35,No,Entertainment,4.0,0.0,2.0
940,Male,No,22,No,Healthcare,0.0,0.0,9.0
941,Male,Yes,40,Yes,Artist,3.0,1.0,4.0
942,Male,Yes,51,Yes,Artist,3.0,1.0,2.0
943,Male,Yes,88,Yes,Lawyer,,0.0,2.0
944,Male,Yes,82,Yes,Lawyer,1.0,2.0,2.0
945,Male,Yes,43,Yes,Artist,6.0,1.0,3.0
946,Female,No,29,No,Marketing,9.0,0.0,4.0
948,Male,Yes,37,Yes,Artist,0.0,1.0,3.0
949,Male,No,32,Yes,Healthcare,0.0,0.0,6.0
950,Male,No,26,Yes,Entertainment,5.0,0.0,4.0
951,Male,Yes,39,Yes,Entertainment,0.0,1.0,4.0
952,Female,No,43,Yes,Artist,0.0,0.0,1.0
953,Male,Yes,51,Yes,Doctor,11.0,1.0,2.0
954,Male,Yes,52,Yes,Artist,0.0,1.0,2.0
